Accession,Organism_Name,Organism_Common_Name,Organism_Taxonomic_ID,Submitter,Submission_Date,Sequencing_Tech,Level,Contig_L50,Contig_N50,GC_Count,GC_Percent,Number_of_Component_Sequences,Number_of_Contigs,Number_of_Scaffolds,Scaffold_L50,Scaffold_N50,Total_Number_of_Chromosomes,Total_Sequence_Length,Total_Ungapped_Length,Organism_Infraspecific_Names_Sex,Source_Database,WGS_project_accession,First_Publication_Date,Original_Contig_N50,Phylum,Sequencing_Type
GCA_026914265.1,Mya arenaria,softshell,6604,Pacific Northwest Research Institute,2022-12-15,PacBio; Proximo Hi-C; 10x Chromium,Chromosome,121,3381420,429455032.0,35.0,17,539,17.0,8.0,71556252.0,17.0,1216068291,1216014423,female,SOURCE_DATABASE_GENBANK,,2022-12-15,3381420,Mollusca,Long read
GCA_922144925.1,Mya arenaria,softshell,6604,UNIVERSITY OF NEW HAMPSHIRE,2021-12-17,nan,Scaffold,34554,10552,459497723.0,34.5,152330,226958,152330.0,21773.0,14639.0,,1324960706,1313567680,,SOURCE_DATABASE_GENBANK,CAKLJC01,2021-12-17,10552,Mollusca,No information provided
GCA_028015205.1,Mytilisepta virgata,,2547956,Ocean University of China,2023-01-31,PacBio,Chromosome,22,16191354,343100307.0,33.0,109,181,109.0,6.0,63395483.0,14.0,1034479799,1034472599,,SOURCE_DATABASE_GENBANK,JAPWFG01,2023-01-31,16191354,Mollusca,Long read
GCA_026413285.1,Mytilisepta virgata,,2547956,Iridian Genomes,2022-11-27,Illumina,Scaffold,47265,4736,256424929.0,32.5,246813,254921,246813.0,41640.0,4924.0,,786868874,783162866,,SOURCE_DATABASE_GENBANK,JAOXJI01,2022-11-27,4736,Mollusca,Short read
GCF_021869535.1,Mytilus californianus,California mussel,6549,UCLA,2022-02-02,PacBio Sequel II; PacBio Sequel IIe; Dovetail OmniC; Illumina NovaSeq,Scaffold,30,16323199,538106148.0,32.5,175,499,175.0,7.0,117871512.0,,1651950171,1651917553,,SOURCE_DATABASE_REFSEQ,JAKFGE01,2022-02-02,16323199,Mollusca,Long read
GCA_021869535.1,Mytilus californianus,California mussel,6549,UCLA,2022-02-03,PacBio Sequel II; PacBio Sequel IIe; Dovetail OmniC; Illumina NovaSeq,Scaffold,30,16323199,538106148.0,32.5,175,499,175.0,7.0,117871512.0,,1651950171,1651917553,,SOURCE_DATABASE_GENBANK,JAKFGE01,2022-02-03,16323199,Mollusca,Long read
GCA_021869935.1,Mytilus californianus,California mussel,6549,UCLA,2022-02-02,PacBio Sequel II; PacBio Sequel IIe; Dovetail OmniC; Illumina NovaSeq,Scaffold,3562,167345,720843178.0,32.5,38315,38455,38315.0,3522.0,169002.0,,2213012655,2212998515,,SOURCE_DATABASE_GENBANK,JAKFGF01,2022-02-02,167345,Mollusca,Long read
GCA_017311375.1,Mytilus coruscus,,42192,Shanghai Ocean University,2021-03-10,Oxford Nanopore PromethION,Chromosome,262,1481111,508239217.0,32.0,4434,6449,4434.0,7.0,99542347.0,14.0,1566529938,1566328438,female,SOURCE_DATABASE_GENBANK,JAASAO01,2021-03-10,1481111,Mollusca,Long read
GCA_011752425.2,Mytilus coruscus,,42192,NINGBO UNIVERSITY,2020-07-08,nan,Scaffold,582,817337,613496248.0,32.0,10484,10746,10484.0,509.0,898347.0,,1903825920,1903799720,,SOURCE_DATABASE_GENBANK,CACVKT02,2020-02-22,817337,Mollusca,No information provided
GCA_019925275.1,Mytilus edulis,blue mussel,6550,PEIMSO,2021-09-14,PacBio Sequel,Chromosome,836,490737,533081020.0,32.0,1119,9686,1119.0,7.0,116503180.0,14.0,1651313236,1650500272,,SOURCE_DATABASE_GENBANK,JAHUZM01,2021-09-14,490737,Mollusca,Long read
GCA_025215535.1,Mytilus edulis,blue mussel,6550,ISEM,2022-09-16,Illumina NovaSeq,Chromosome,24468,23624,700579417.0,34.5,73615,169323,73615.0,416.0,228263.0,14.0,2076684032,2026303992,,SOURCE_DATABASE_GENBANK,JAKGDG01,2022-09-16,23624,Mollusca,Short read
GCA_025276775.1,Mytilus edulis,blue mussel,6550,ISEM,2022-09-23,Illumina NovaSeq; 10X Genomics; Nanopore,Chromosome,15851,29172,521750243.0,32.0,28192,105756,28192.0,10.0,77102752.0,14.0,1764168478,1625982771,,SOURCE_DATABASE_GENBANK,JAKGDH01,2022-09-23,29172,Mollusca,Long read
GCA_905397895.1,Mytilus edulis,blue mussel,6550,"Institute of Aquaculture, University of Stirling, Stirling, UK",2021-06-17,nan,Scaffold,978,511485,587612511.0,32.0,3339,5966,3339.0,465.0,1097279.0,,1827085763,1826832447,,SOURCE_DATABASE_GENBANK,CAJPWZ01,2021-06-17,511485,Mollusca,No information provided
GCA_025277285.1,Mytilus galloprovincialis,Mediterranean mussel,29158,ISEM,2022-09-23,Illumina NovaSeq; 10X Genomics,Chromosome,16908,26323,502239155.0,32.0,41122,115913,41122.0,10.0,71952646.0,14.0,1658655998,1564394569,,SOURCE_DATABASE_GENBANK,JAKGDF01,2022-09-23,26323,Mollusca,Short read
GCA_000715055.1,Mytilus galloprovincialis,Mediterranean mussel,29158,Deakin University,2014-05-18,Illumina HiSeq,Contig,350016,1067,517908018.0,31.5,2315965,2315965,,,,,1622683383,1622683383,,SOURCE_DATABASE_GENBANK,APJB01,2014-05-18,1067,Mollusca,Short read
GCA_001676915.1,Mytilus galloprovincialis,Mediterranean mussel,29158,Universidade de Vigo,2017-03-16,Illumina HiSeq,Scaffold,144386,2627,471342123.0,31.5,1136100,1136100,1002334.0,128034.0,2931.0,,1500149602,1485186660,,SOURCE_DATABASE_GENBANK,LNJA01,2017-03-16,2627,Mollusca,Short read
GCA_900618805.1,Mytilus galloprovincialis,Mediterranean mussel,29158,CNAG,2020-10-12,nan,Scaffold,4913,77157,402633069.0,32.0,10577,22883,10577.0,1904.0,207642.0,,1282208009,1252567354,,SOURCE_DATABASE_GENBANK,UYJE01,2020-10-12,77157,Mollusca,No information provided
GCA_018389105.1,Nautilus pompilius,,34573,Chinese Academy of Science,2021-05-17,Illumina; PacBio,Contig,181,1094646,267013738.0,36.5,2743,2743,,,,,729019367,729019367,,SOURCE_DATABASE_GENBANK,JACATO01,2021-05-17,1094646,Mollusca,Long read
GCA_002633025.1,Notospermus geniculatus,,416868,Okinawa Institute of Science and Technology Graduate University (OIST),2017-10-23,Illumina MiSeq; Illumina HiSeq,Scaffold,9685,22604,324554047.0,42.5,11108,60228,11108.0,1018.0,239235.0,,858599399,757449287,,SOURCE_DATABASE_GENBANK,NMRB01,2017-10-23,22604,Nemertea,Short read
GCA_027568995.1,Octopus americanus,,2703946,Iridian Genomes,2023-01-03,Illumina,Scaffold,287724,1553,524840729.0,37.0,108890,1064505,108890.0,10.0,100565213.0,,2534512599,1413817032,,SOURCE_DATABASE_GENBANK,JAOPUM01,2023-01-03,1553,Mollusca,Short read
GCF_001194135.2,Octopus bimaculoides,California two-spot octopus,37653,UC Berkeley,2022-10-06,HiC,Chromosome,98071,5523,715821249.0,36.0,145326,713915,145326.0,9.0,96881196.0,30.0,2342518435,1986264087,male,SOURCE_DATABASE_REFSEQ,LGKD02,2015-08-18,5532,Mollusca,Short read
GCA_001194135.2,Octopus bimaculoides,California two-spot octopus,37653,UC Berkeley,2022-10-06,HiC,Chromosome,98071,5523,715821249.0,36.0,145326,713915,145326.0,9.0,96881196.0,30.0,2342518435,1986264087,male,SOURCE_DATABASE_GENBANK,LGKD02,2015-08-18,5532,Mollusca,Short read
GCA_027122535.1,Octopus maya,Mexican four-eyed octopus,623738,Iridian Genomes,2022-12-20,Illumina,Scaffold,187759,2361,539571562.0,36.5,198627,814385,198627.0,9.0,89813523.0,,2341750473,1477916291,,SOURCE_DATABASE_GENBANK,JAOPJW01,2022-12-20,2361,Mollusca,Short read
GCA_027568975.1,Octopus mimus,,83531,Iridian Genomes,2023-01-03,Illumina,Scaffold,260396,1141,330022573.0,36.5,213283,865175,213283.0,9.0,80823707.0,,2057065956,901578573,,SOURCE_DATABASE_GENBANK,JAOQGO01,2023-01-03,1141,Mollusca,Short read
GCA_027564515.1,Octopus rubescens,,37655,Iridian Genomes,2023-01-03,Illumina,Scaffold,210462,2937,810700655.0,37.0,677929,975722,677929.0,20.0,23148921.0,,2757134468,2179043574,,SOURCE_DATABASE_GENBANK,JAOPUL01,2023-01-03,2937,Mollusca,Short read
GCF_006345805.1,Octopus sinensis,East Asian common octopus,2607531,"Yellow Sea Fisheries Research Institute, Chinese Academy of Fishery Sciences",2019-06-17,PacBio; Illumina,Chromosome,1329,490217,988753973.0,36.0,13515,20490,13515.0,10.0,105892736.0,30.0,2719136158,2718427136,,SOURCE_DATABASE_REFSEQ,VCDQ01,2019-06-17,490217,Mollusca,Long read
GCA_006345805.1,Octopus sinensis,East Asian common octopus,2607531,"Yellow Sea Fisheries Research Institute, Chinese Academy of Fishery Sciences",2019-06-17,PacBio; Illumina,Chromosome,1329,490217,988753973.0,36.0,13515,20490,13515.0,10.0,105892736.0,30.0,2719136158,2718427136,,SOURCE_DATABASE_GENBANK,VCDQ01,2019-06-17,490217,Mollusca,Long read
GCA_003957725.1,Octopus vulgaris,common octopus,6645,Stazione Zoologica Anton Dohrn,2018-12-21,Illumina,Scaffold,137635,3040,529653077.0,36.5,77681,786906,77681.0,1583.0,265914.0,,1772957336,1439953177,male,SOURCE_DATABASE_GENBANK,RXHP01,2018-12-21,3040,Mollusca,Short read
GCA_004794785.1,Opisthorchis felineus,cat liver fluke,147828,Institute of Cytology and Genetics SB RAS,2019-04-15,Illumina HiSeq,Scaffold,3091,54248,267411729.0,44.0,13306,37043,13306.0,320.0,621022.0,,679245959,607004843,,SOURCE_DATABASE_GENBANK,SJOL01,2019-04-15,54248,Platyhelminthes,Short read
GCF_000715545.1,Opisthorchis viverrini,Southeast Asian liver fluke,6198,The University of Melbourne,2014-07-09,Illumina,Scaffold,4401,36994,250501205.0,43.5,71006,71006,42216.0,138.0,1349843.0,,620452578,572123371,,SOURCE_DATABASE_REFSEQ,JACJ01,2014-07-09,36994,Platyhelminthes,Short read
GCA_000715545.1,Opisthorchis viverrini,Southeast Asian liver fluke,6198,The University of Melbourne,2014-07-09,Illumina,Scaffold,4401,36994,250501205.0,43.5,71006,71006,42216.0,138.0,1349843.0,,620452578,572123371,,SOURCE_DATABASE_GENBANK,JACJ01,2014-07-09,36994,Platyhelminthes,Short read
GCA_001990785.1,Opisthorchis viverrini,Southeast Asian liver fluke,6198,The Genome Institute,2017-02-24,Illumina,Scaffold,4499,24671,195682634.0,43.5,46167,46167,16038.0,1528.0,79767.0,,472260596,448780138,hermaphrodite,SOURCE_DATABASE_GENBANK,LASN01,2017-02-24,24671,Platyhelminthes,Short read
GCA_024509875.1,Oreohelix idahoensis,,2584915,University of Idaho,2022-08-03,Illumina HiSeq; PacBio Sequel,Scaffold,4103,394446,2125789024.0,39.0,23228,23503,23228.0,3984.0,404192.0,,5404385736,5402313286,hermaphrodite,SOURCE_DATABASE_GENBANK,JAMPIV01,2022-08-03,394446,Mollusca,Long read
GCA_024699665.1,Ostrea denselamellosa,,74434,Ocean University of China,2022-08-15,PacBio HiFi; Illumina; Hi-C,Scaffold,16,13952798,223423241.0,35.0,138,154,138.0,16.0,13952798.0,,635891909,635891541,female,SOURCE_DATABASE_GENBANK,JAMZEH01,2022-08-15,13952798,Mollusca,Long read
GCF_023158985.2,Ostrea edulis,Colchester native oyster,37623,AquaLeap,2022-04-27,Oxford Nanopore PromethION,Scaffold,129,1809825,331122125.0,35.0,1363,2897,1363.0,5.0,95564955.0,,935138052,934984802,,SOURCE_DATABASE_REFSEQ,JAJSPN01,2022-04-27,1809825,Mollusca,Long read
GCA_023158985.1,Ostrea edulis,Colchester native oyster,37623,AquaLeap,2022-04-27,Oxford Nanopore PromethION,Scaffold,129,1809825,331122125.0,35.0,1363,2897,1363.0,5.0,95564955.0,,935138052,934984802,,SOURCE_DATABASE_GENBANK,JAJSPN01,2022-04-27,1809825,Mollusca,Long read
GCA_024362745.1,Ostrea edulis,Colchester native oyster,37623,Sorbonne University,2022-07-22,PacBio; Illumina HiSeq,Chromosome,6,95771753,367088246.0,35.0,7754,7754,7754.0,6.0,95771753.0,10.0,1035800143,1035800143,,SOURCE_DATABASE_GENBANK,JAMSGK01,2022-07-22,95771753,Mollusca,Long read
GCA_947568865.1,Ostrea edulis,Colchester native oyster,37623,WELLCOME SANGER INSTITUTE,2022-12-16,"PacBio,Arima2",Scaffold,570,446116,297405519.0,35.5,3844,3846,3844.0,570.0,446728.0,,837649901,837649501,,SOURCE_DATABASE_GENBANK,CANOQL01,2022-12-16,446116,Mollusca,Long read
GCA_947568905.1,Ostrea edulis,Colchester native oyster,37623,WELLCOME SANGER INSTITUTE,2022-12-16,"PacBio,Arima2",Chromosome,112,2427391,317531723.0,35.0,52,657,52.0,5.0,94306699.0,10.0,894786893,894665893,,SOURCE_DATABASE_GENBANK,CANOQP01,2022-12-16,2427391,Mollusca,Long read
GCA_903981925.1,Ostrea lurida,,627230,UNIVERSITY OF WASHINGTON SCHOOL OF AQUATIC AND FISHERY SCIENCES,2020-07-21,nan,Scaffold,40363,7815,394107433.0,36.5,159429,466560,159429.0,24678.0,12947.0,,1140787867,1077310669,,SOURCE_DATABASE_GENBANK,CAJDSM01,2020-07-21,7815,Mollusca,No information provided
GCA_903813345.2,Owenia fusiformis,,6347,QUEEN MARY UNIVERSITY OF LONDON,2022-03-14,nan,Scaffold,59,2574000,173247777.0,34.5,819,1627,819.0,6.0,38876441.0,,499544331,499118861,,SOURCE_DATABASE_GENBANK,CAIIXF02,2021-09-14,19510697,Annelida,No information provided
GCA_029582155.1,Panopea generosa,,1049056,"Institute of Oceanology, Chinese Academy of Sciences",2023-04-06,PacBio; BGIseq-500; Hi-C,Chromosome,292,1571249,505762802.0,34.0,39,2086,39.0,9.0,73788920.0,19.0,1474161289,1473137789,female,SOURCE_DATABASE_GENBANK,JAPMAH01,2023-04-06,1571249,Mollusca,Long read
GCA_902825435.1,Panopea generosa,,1049056,UNIVERSITY OF WASHINGTON SCHOOL OF AQUATIC AND FISHERY SCIENCES,2020-04-15,nan,Scaffold,15618,14495,264779798.0,33.5,18,113179,18.0,7.0,57743597.0,,942353201,783861161,,SOURCE_DATABASE_GENBANK,CADEBB01,2020-04-15,14495,Mollusca,No information provided
GCA_020002185.1,Paraescarpia echinospica,,2080241,Hong Kong University of Science and Technology,2021-09-21,Illumina NovaSeq; Oxford Nanopore MinION; Hi-C Seq,Chromosome,1239,237234,447737507.0,40.5,6461,12819,6461.0,8.0,69127315.0,14.0,1101720295,1095362295,,SOURCE_DATABASE_GENBANK,JAHLWY01,2021-09-21,237234,Annelida,Long read
GCA_013368495.1,Paragonimus heterotremus,,100268,McDonnell Genome Institute,2020-06-23,Illumina,Scaffold,8465,23957,327783296.0,42.0,27557,74514,27557.0,2506.0,92457.0,,841211332,777905259,,SOURCE_DATABASE_GENBANK,LUCH01,2020-06-23,23957,Platyhelminthes,Short read
GCA_014220965.1,Paragonimus kellicotti,,100269,The Genome Institute,2020-08-17,Illumina,Scaffold,20856,7921,264986988.0,42.5,29377,102291,29377.0,3316.0,56030.0,,696536264,616607301,,SOURCE_DATABASE_GENBANK,LOND01,2020-08-17,7921,Platyhelminthes,Short read
GCA_014338405.1,Paragonimus skrjabini miyazakii,,59628,The Genome Institute,2020-08-31,Illumina,Scaffold,12983,17789,352879058.0,42.0,22318,94923,22318.0,2320.0,108769.0,,915809684,836460056,,SOURCE_DATABASE_GENBANK,JTDE01,2020-08-31,17789,Platyhelminthes,Short read
GCA_008508345.1,Paragonimus westermani,,34504,University of Queensland,2019-09-18,Illumina HiSeq; PacBio,Scaffold,5598,42170,379838499.0,43.0,30455,54582,30455.0,1943.0,135171.0,,922829509,876361284,,SOURCE_DATABASE_GENBANK,QNGE01,2019-09-18,42170,Platyhelminthes,Long read
GCA_015252655.1,Paragonimus westermani,,34504,The Genome Institute,2020-11-06,Illumina HiSeq,Scaffold,7880,26313,338934094.0,43.0,22477,66431,22477.0,2664.0,100769.0,,923276502,781896510,,SOURCE_DATABASE_GENBANK,JTDF01,2020-11-06,26313,Platyhelminthes,Short read
GCA_025642065.1,Paralvinella palmiformis,palm worm,53620,Universite de Montreal,2022-10-11,Illumina;Oxford Nanopore PromethION,Contig,316,557207,218895649.0,36.0,3622,3622,,,,,601252053,601252053,,SOURCE_DATABASE_GENBANK,JAODUP01,2022-10-11,557207,Annelida,Long read
GCA_948474765.1,Patella depressa,,87960,WELLCOME SANGER INSTITUTE,2023-02-03,"PacBio,Illumina,Arima",Chromosome,13,13889351,245893530.0,35.5,35,117,35.0,5.0,77532951.0,9.0,683711263,683689163,,SOURCE_DATABASE_GENBANK,CAOLEZ01,2023-02-03,13889351,Mollusca,Long read
GCA_948474705.1,Patella depressa,,87960,WELLCOME SANGER INSTITUTE,2023-02-03,"PacBio,Illumina,Arima",Contig,61,3372814,244412498.0,35.5,492,492,,,,,679393924,679393924,,SOURCE_DATABASE_GENBANK,CAOLEW01,2023-02-03,3372814,Mollusca,Long read
GCA_917208275.1,Patella pellucida,,88005,WELLCOME SANGER INSTITUTE,2021-10-13,nan,Chromosome,63,3173890,258599910.0,36.0,62,495,62.0,4.0,87163620.0,9.0,712057054,711908215,,SOURCE_DATABASE_GENBANK,CAKJPN01,2021-10-13,3173890,Mollusca,No information provided
GCA_917208175.1,Patella pellucida,,88005,WELLCOME SANGER INSTITUTE,2021-10-13,nan,Scaffold,148,1410546,254690271.0,36.0,1529,1538,1529.0,147.0,1412938.0,,701248048,701243548,,SOURCE_DATABASE_GENBANK,CAKJPO01,2021-10-13,1410546,Mollusca,No information provided
GCF_932274485.1,Patella vulgata,common limpet,6465,WELLCOME SANGER INSTITUTE,2022-03-10,nan,Chromosome,14,18376887,250751023.0,36.0,13,88,13.0,4.0,87764759.0,9.0,694468775,694453775,,SOURCE_DATABASE_REFSEQ,CAKNZN01,2022-03-10,18376887,Mollusca,No information provided
GCA_932274485.2,Patella vulgata,common limpet,6465,WELLCOME SANGER INSTITUTE,2022-10-07,"PacBio,Illumina,Arima2",Chromosome,10,23836764,251115064.0,36.0,22,66,22.0,4.0,87393929.0,9.0,695367781,695358981,,SOURCE_DATABASE_GENBANK,CAKNZN02,2022-03-10,18376887,Mollusca,Long read
GCA_932274405.2,Patella vulgata,common limpet,6465,WELLCOME SANGER INSTITUTE,2022-10-08,"PacBio,Illumina,Arima2",Contig,150,1328212,250160437.0,36.0,1682,1682,,,,,692868471,692868471,,SOURCE_DATABASE_GENBANK,CAKNZQ02,2022-03-05,1202266,Mollusca,Long read
GCA_932274485.1,Patella vulgata,common limpet,6465,WELLCOME SANGER INSTITUTE,2022-03-10,nan,Chromosome,14,18376887,250751023.0,36.0,13,88,13.0,4.0,87764759.0,9.0,694468775,694453775,,SOURCE_DATABASE_GENBANK,CAKNZN01,2022-03-10,18376887,Mollusca,No information provided
GCF_902652985.1,Pecten maximus,,6579,SC,2019-11-26,nan,Chromosome,200,1258799,336301334.0,36.5,3983,5809,3983.0,10.0,44824366.0,19.0,918306378,917614506,,SOURCE_DATABASE_REFSEQ,CACRWE01,2019-11-26,1258799,Mollusca,No information provided
GCA_020750765.1,Pecten maximus,,6579,Ocean University of China,2021-11-08,PacBio,Scaffold,337,983102,399440477.0,37.5,105,3918,105.0,10.0,50634747.0,,1060237430,1059847330,,SOURCE_DATABASE_GENBANK,JAJGAJ01,2021-11-08,983102,Mollusca,Long read
GCA_902652895.1,Pecten maximus,,6579,SC,2019-11-26,nan,Contig,2,108847,169618.0,37.0,4,4,,,,,456686,456686,,SOURCE_DATABASE_GENBANK,CACRVO01,2019-11-26,108847,Mollusca,No information provided
GCA_902652985.1,Pecten maximus,,6579,SC,2019-11-26,nan,Chromosome,200,1258799,336301334.0,36.5,3983,5809,3983.0,10.0,44824366.0,19.0,918306378,917614506,,SOURCE_DATABASE_GENBANK,CACRWE01,2019-11-26,1258799,Mollusca,No information provided
GCA_018327765.1,Perna viridis,Asian green mussel,73031,"Atmosphere and Ocean research Institute, The University of Tokyo",2021-03-19,Illumina HiSeq2500,Scaffold,3015,70096,234838827.0,32.5,15933,39299,15933.0,49.0,4106954.0,,731874576,715228294,,SOURCE_DATABASE_GENBANK,BNGV01,2021-03-19,70096,Mollusca,Short read
GCA_921293015.1,Phorcus lineatus,,1620919,WELLCOME SANGER INSTITUTE,2021-12-05,nan,Chromosome,62,4940451,336641692.0,35.0,78,428,78.0,8.0,49790511.0,18.0,957834846,957764846,,SOURCE_DATABASE_GENBANK,CAKLCT01,2021-12-05,4940451,Mollusca,No information provided
GCA_921293055.1,Phorcus lineatus,,1620919,WELLCOME SANGER INSTITUTE,2021-12-05,nan,Scaffold,438,658343,335806224.0,35.0,3090,3108,3090.0,431.0,660427.0,,955374394,955370977,,SOURCE_DATABASE_GENBANK,CAKLCS01,2021-12-05,658343,Mollusca,No information provided
GCA_002633005.1,Phoronis australis,,115415,Okinawa Institute of Science and Technology Graduate University (OIST),2017-10-23,454; Illumina MiSeq; Illumina HiSeq,Scaffold,2133,68151,192012380.0,39.0,3983,15468,3983.0,226.0,655058.0,,498443662,488114166,,SOURCE_DATABASE_GENBANK,NMRA01,2017-10-23,68151,Phoronida,Short read
GCA_028565635.1,Phoronis ovalis,,492055,Iridian Genomes,2023-02-09,Illumina,Scaffold,17834,4788,110948516.0,34.0,113601,123365,113601.0,14961.0,5749.0,,326042390,325077420,,SOURCE_DATABASE_GENBANK,JAOXYB01,2023-02-09,4788,Phoronida,Short read
GCA_028565715.1,Phoronis pallida,,492056,Iridian Genomes,2023-02-09,Illumina,Scaffold,52451,2318,153668160.0,36.0,257561,260149,257561.0,51547.0,2362.0,,425364260,425146860,,SOURCE_DATABASE_GENBANK,JAOXYC01,2023-02-09,2318,Phoronida,Short read
GCA_017654935.1,Phymorhynchus buccinoides,,480380,BGI,2021-03-31,Illumina NovaSeq; PacBio Sequel,Contig,1465,336037,905539646.0,42.5,18181,18181,,,,,2114589556,2114589556,,SOURCE_DATABASE_GENBANK,JAGGCT01,2021-03-31,336037,Mollusca,Long read
GCA_028476545.1,Physella acuta,,109671,CEFE CNRS,2023-02-06,Hifi PacBio,Contig,400,491577,263883876.0,37.0,2862,2862,,,,,705887305,705887305,hermaphrodite,SOURCE_DATABASE_GENBANK,JAPYMB01,2023-02-06,491577,Mollusca,Long read
GCA_004329575.1,Physella acuta,,109671,University of New Mexico,2019-03-06,Illumina NextSeq,Scaffold,151545,1333,277557359.0,36.0,799881,809421,799881.0,145069.0,1358.0,,764480513,764308329,,SOURCE_DATABASE_GENBANK,RDRX01,2019-03-06,1333,Mollusca,Short read
GCA_028142955.1,Pinctada fucata,,50426,"Marine Genomics Unit, Okinawa Institute of Science and Technology",2022-12-19,"PacBio Sequel II, Dovetail Omni-C",Chromosome,106,2496427,330300456.0,35.0,14,579,14.0,6.0,66396765.0,14.0,930916280,930858180,,SOURCE_DATABASE_GENBANK,,2022-12-19,2496427,Mollusca,Long read
GCA_028253585.1,Pinctada fucata,,50426,"Marine Genomics Unit, Okinawa Institute of Science and Technology",2022-12-19,"PacBio Sequel II, Dovetail Omni-C",Chromosome,108,2699972,326345923.0,35.0,14,549,14.0,6.0,62867043.0,14.0,920592966,920535066,,SOURCE_DATABASE_GENBANK,,2022-12-19,2699972,Mollusca,Long read
GCA_002216045.1,Pinctada imbricata,Akoya pearl oyster,66713,Guangdong Ocean University,2017-07-20,Illumina Hiseq2000,Chromosome,11872,21518,310802705.0,35.0,85944,85944,5039.0,6.0,59032463.0,14.0,990984031,880161558,,SOURCE_DATABASE_GENBANK,NIJJ01,2017-07-20,21518,Mollusca,Short read
GCA_016161895.1,Pinna nobilis,,111169,Institut oceanographique Paul Ricard,2020-12-22,Illumina HiSeq,Scaffold,28865,5822,209044558.0,35.5,97632,147399,97632.0,22546.0,7576.0,,586463971,584078931,,SOURCE_DATABASE_GENBANK,JACSZP01,2020-12-22,5822,Mollusca,Short read
GCA_943735955.1,Piscicola geometra,,60958,WELLCOME SANGER INSTITUTE,2022-06-24,nan,Chromosome,36,1427829,64121492.0,37.0,69,254,69.0,7.0,9301023.0,17.0,171080115,171043115,,SOURCE_DATABASE_GENBANK,CALSEQ01,2022-06-24,1427829,Annelida,No information provided
GCA_943735945.1,Piscicola geometra,,60958,WELLCOME SANGER INSTITUTE,2022-06-10,nan,Contig,138,308096,79447664.0,38.5,2335,2335,,,,,205393665,205393665,,SOURCE_DATABASE_GENBANK,CALSET01,2022-06-10,308096,Annelida,No information provided
GCA_019648995.1,Plakobranchus ocellatus,,259542,National Institute for Basic Biology,2021-05-09,Illumina,Scaffold,43880,5479,304464812.0,35.5,8647,281267,8647.0,191.0,1453842.0,,927888823,849422684,,SOURCE_DATABASE_GENBANK,BLXT01,2021-05-09,5479,Mollusca,Short read
GCA_028571065.1,Plakobranchus ocellatus,,259542,IRIDIAN GENOMES,2023-02-09,Illumina,Scaffold,102144,2318,306843437.0,35.5,480902,502008,480902.0,90490.0,2526.0,,857191264,855214264,,SOURCE_DATABASE_GENBANK,JAOWAU01,2023-02-09,2318,Mollusca,Short read
GCA_026936325.1,Platynereis dumerilii,Dumeril's clam worm,6359,The Platynereis Community,2022-12-16,PacBio RSII; Illumina HiSeq,Scaffold,82,4288053,552536752.0,37.5,330,1141,330.0,8.0,54798709.0,,1469601079,1466678607,,SOURCE_DATABASE_GENBANK,JAPTHN01,2022-12-16,4288053,Annelida,Long read
GCF_003073045.1,Pomacea canaliculata,,400727,"Agricultural Genomics Institute at Shenzhen, Chinese Academy of Agricultural Sciences",2018-05-11,Illumina HiSeq; PacBio,Chromosome,121,1072857,178751039.0,40.5,23,745,23.0,6.0,31531291.0,14.0,440143917,440071717,female,SOURCE_DATABASE_REFSEQ,PZQS01,2018-05-11,1072857,Mollusca,Long read
GCA_003073045.1,Pomacea canaliculata,,400727,"Agricultural Genomics Institute at Shenzhen, Chinese Academy of Agricultural Sciences",2018-05-11,Illumina HiSeq; PacBio,Chromosome,121,1072857,178751039.0,40.5,23,745,23.0,6.0,31531291.0,14.0,440143917,440071717,female,SOURCE_DATABASE_GENBANK,PZQS01,2018-05-11,1072857,Mollusca,Long read
GCA_004794335.1,Pomacea canaliculata,,400727,Hong Kong Baptist University,2019-04-15,Illumina HiSeq,Chromosome,1452,81153,175178762.0,40.5,3129,14655,3129.0,6.0,32644854.0,14.0,447042816,432120794,female,SOURCE_DATABASE_GENBANK,SRJH01,2019-04-15,81153,Mollusca,Short read
GCA_004794325.1,Pomacea maculata,,1245466,Hong Kong Baptist University,2019-04-15,Illumina HiSeq,Scaffold,1534,75997,174006641.0,40.5,3908,13698,3908.0,315.0,375864.0,,432264763,428708531,female,SOURCE_DATABASE_GENBANK,SRHC01,2019-04-15,75997,Mollusca,Short read
GCA_012934845.2,Pomphorhynchus laevis,,141832,Johannes Gutenberg University Mainz,2022-03-18,Illumina HiSeq; PacBio RSII,Contig,615,126570,83752708.0,33.0,3864,3864,,,,,253271445,253271445,pooled male and female,SOURCE_DATABASE_GENBANK,WNNJ02,2020-04-30,126104,Acanthocephala,Long read
GCA_016746295.1,Potamilus streckersoni,,2493646,University of Texas at Austin,2021-01-21,PacBio Sequel; 10X Genomics,Scaffold,255,2032685,600295884.0,33.5,2366,2460,2366.0,245.0,2051244.0,,1776755686,1776746394,,SOURCE_DATABASE_GENBANK,JAEAOA01,2021-01-21,2032685,Mollusca,Long read
GCA_019059635.1,Proales similis,,360698,Sungkyunkwan University,2021-06-29,PacBio Sequel; Illumina NovaSeq,Contig,6,2428301,14890965.0,45.5,15,15,,,,,32722929,32722929,,SOURCE_DATABASE_GENBANK,JAGVRJ01,2021-06-29,2428301,Rotifera,Long read
