Assembly Accession	Organism Name	Organism Common Name	Organism Taxonomic ID	Assembly Submitter	Assembly Submission Date	Assembly Sequencing Tech	Assembly Level	Assembly Stats Contig L50	Assembly Stats Contig N50	Assembly Stats GC Count	Assembly Stats GC Percent	Assembly Stats Number of Component Sequences	Assembly Stats Number of Contigs	Assembly Stats Number of Scaffolds	Assembly Stats Scaffold L50	Assembly Stats Scaffold N50	Assembly Stats Total Number of Chromosomes	Assembly Stats Total Sequence Length	Assembly Stats Total Ungapped Length	Organism Infraspecific Names Sex	Source Database	WGS project accession
GCA_028476545.1	Physella acuta		109671	CEFE CNRS	2023-02-06	Hifi PacBio	Contig	400	491577	263883876	37	2862	2862					705887305	705887305	hermaphrodite	SOURCE_DATABASE_GENBANK	JAPYMB01
GCA_004329575.1	Physella acuta		109671	University of New Mexico	2019-03-06	Illumina NextSeq	Scaffold	151545	1333	277557359	36	799881	809421	799881	145069	1358		764480513	764308329		SOURCE_DATABASE_GENBANK	RDRX01
GCA_028142955.1	Pinctada fucata		50426	Marine Genomics Unit, Okinawa Institute of Science and Technology	2022-12-19	PacBio Sequel II, Dovetail Omni-C	Chromosome	106	2496427	330300456	35	14	579	14	6	66396765	14	930916280	930858180		SOURCE_DATABASE_GENBANK	
GCA_028253585.1	Pinctada fucata		50426	Marine Genomics Unit, Okinawa Institute of Science and Technology	2022-12-19	PacBio Sequel II, Dovetail Omni-C	Chromosome	108	2699972	326345923	35	14	549	14	6	62867043	14	920592966	920535066		SOURCE_DATABASE_GENBANK	
GCA_002216045.1	Pinctada imbricata	Akoya pearl oyster	66713	Guangdong Ocean University	2017-07-20	Illumina Hiseq2000	Chromosome	11872	21518	310802705	35	85944	85944	5039	6	59032463	14	990984031	880161558		SOURCE_DATABASE_GENBANK	NIJJ01
GCA_016161895.1	Pinna nobilis		111169	Institut oceanographique Paul Ricard	2020-12-22	Illumina HiSeq	Scaffold	28865	5822	209044558	35.5	97632	147399	97632	22546	7576		586463971	584078931		SOURCE_DATABASE_GENBANK	JACSZP01
GCA_943735955.1	Piscicola geometra		60958	WELLCOME SANGER INSTITUTE	2022-06-24		Chromosome	36	1427829	64121492	37	69	254	69	7	9301023	17	171080115	171043115		SOURCE_DATABASE_GENBANK	CALSEQ01
GCA_943735945.1	Piscicola geometra		60958	WELLCOME SANGER INSTITUTE	2022-06-10		Contig	138	308096	79447664	38.5	2335	2335					205393665	205393665		SOURCE_DATABASE_GENBANK	CALSET01
GCA_019648995.1	Plakobranchus ocellatus		259542	National Institute for Basic Biology	2021-05-09	Illumina	Scaffold	43880	5479	304464812	35.5	8647	281267	8647	191	1453842		927888823	849422684		SOURCE_DATABASE_GENBANK	BLXT01
GCA_028571065.1	Plakobranchus ocellatus		259542	IRIDIAN GENOMES	2023-02-09	Illumina	Scaffold	102144	2318	306843437	35.5	480902	502008	480902	90490	2526		857191264	855214264		SOURCE_DATABASE_GENBANK	JAOWAU01
GCA_026936325.1	Platynereis dumerilii	Dumeril's clam worm	6359	The Platynereis Community	2022-12-16	PacBio RSII; Illumina HiSeq	Scaffold	82	4288053	552536752	37.5	330	1141	330	8	54798709		1469601079	1466678607		SOURCE_DATABASE_GENBANK	JAPTHN01
GCF_003073045.1	Pomacea canaliculata		400727	Agricultural Genomics Institute at Shenzhen, Chinese Academy of Agricultural Sciences	2018-05-11	Illumina HiSeq; PacBio	Chromosome	121	1072857	178751039	40.5	23	745	23	6	31531291	14	440143917	440071717	female	SOURCE_DATABASE_REFSEQ	PZQS01
GCA_003073045.1	Pomacea canaliculata		400727	Agricultural Genomics Institute at Shenzhen, Chinese Academy of Agricultural Sciences	2018-05-11	Illumina HiSeq; PacBio	Chromosome	121	1072857	178751039	40.5	23	745	23	6	31531291	14	440143917	440071717	female	SOURCE_DATABASE_GENBANK	PZQS01
GCA_004794335.1	Pomacea canaliculata		400727	Hong Kong Baptist University	2019-04-15	Illumina HiSeq	Chromosome	1452	81153	175178762	40.5	3129	14655	3129	6	32644854	14	447042816	432120794	female	SOURCE_DATABASE_GENBANK	SRJH01
GCA_004794325.1	Pomacea maculata		1245466	Hong Kong Baptist University	2019-04-15	Illumina HiSeq	Scaffold	1534	75997	174006641	40.5	3908	13698	3908	315	375864		432264763	428708531	female	SOURCE_DATABASE_GENBANK	SRHC01
GCA_012934845.2	Pomphorhynchus laevis		141832	Johannes Gutenberg University Mainz	2022-03-18	Illumina HiSeq; PacBio RSII	Contig	615	126570	83752708	33	3864	3864					253271445	253271445	pooled male and female	SOURCE_DATABASE_GENBANK	WNNJ02
GCA_016746295.1	Potamilus streckersoni		2493646	University of Texas at Austin	2021-01-21	PacBio Sequel; 10X Genomics	Scaffold	255	2032685	600295884	33.5	2366	2460	2366	245	2051244		1776755686	1776746394		SOURCE_DATABASE_GENBANK	JAEAOA01
GCA_019059635.1	Proales similis		360698	Sungkyunkwan University	2021-06-29	PacBio Sequel; Illumina NovaSeq	Contig	6	2428301	14890965	45.5	15	15					32722929	32722929		SOURCE_DATABASE_GENBANK	JAGVRJ01
GCA_907163375.1	Prostheceraeus crozeri		2291463	durham university	2022-07-16		Scaffold	1929	287821	777458680	37.5	17074	17328	17074	1908	292050		2065465794	2065453748		SOURCE_DATABASE_GENBANK	CAJQUW01
GCA_028672205.1	Proteocephalus fallax		3003519	Geneva Natural History Museum	2023-02-16	Oxford Nanopore MinION; Illumina NextSeq	Scaffold	106	333357	56935040	43	4055	4154	4055	86	419724		131552618	131542718		SOURCE_DATABASE_GENBANK	JAPUBX01
GCA_900617795.1	Protopolystoma xenopodis		117903	WTSI	2019-02-12		Scaffold	79127	2192	223679731	37.5	316398	430683	316398	62352	2899		617344661	593007134		SOURCE_DATABASE_GENBANK	CAAALY01
GCA_002072015.1	Radix auricularia		52793	Senckenberg Gesellschaft - Biodiversity and Climate research center	2017-05-10	Illumina HiSeq	Scaffold	10282	24354	306238322	35.5	4822	69920	4822	476	578730		909750324	851343714	hermaphrodite	SOURCE_DATABASE_GENBANK	MUZC01
GCA_028751875.1	Rapana venosa	veined rapa whelk	55521	Institute of oceanology	2023-02-24	PacBio Sequel	Chromosome	1426	433295	973735243	42	5242	17965	5242	15	64632560	35	2300182741	2293821241		SOURCE_DATABASE_GENBANK	JAQIHA01
GCA_025642075.1	Ridgeia piscesae		27915	Universite de Montreal	2022-10-11	Illumina;Oxford Nanopore PromethION	Contig	530	365412	269580231	40.5	9128	9128					658248171	658248171		SOURCE_DATABASE_GENBANK	JAODUO01
GCA_025698555.1	Ridgeia piscesae		27915	Third Institute of Oceanography, Ministry of Natural Resources, PRC	2022-10-14	Illumina HiSeq	Scaffold	9541	14057	213663148	40.5	29320	91158	29320	749	228837		572290832	527286298		SOURCE_DATABASE_GENBANK	JALOCR01
GCA_900617975.1	Rodentolepis nana		102285	WTSI	2018-12-05		Scaffold	3235	14216	57552306	36.5	16212	19388	16212	2483	19273		162943536	156785135		SOURCE_DATABASE_GENBANK	UZAE01
GCA_900239685.1	Rotaria macrura		392029	IMPERIAL COLLEGE LONDON	2018-02-10		Scaffold	1087	55551	76252382	32.5	29255	32165	29255	828	73242		234715442	234014455		SOURCE_DATABASE_GENBANK	OENT01
GCA_900239695.1	Rotaria macrura		392029	IMPERIAL COLLEGE LONDON	2018-02-12		Scaffold	8716	6858	97043150	32.5	360834	370020	360834	6795	9298		295449313	294562570		SOURCE_DATABASE_GENBANK	OEOD01
GCA_900239745.1	Rotaria magnacalcarata		392030	IMPERIAL COLLEGE LONDON	2018-02-10		Scaffold	2026	24068	57154983	31.5	20900	30721	20900	890	53250		180458959	179096788		SOURCE_DATABASE_GENBANK	OENM01
GCA_001317505.1	Rotaria magnacalcarata		392030	Imperial College London	2015-10-16	Illumina	Scaffold	80	1552	198940	33.5	75	833	75	14	15050		702958	587044		SOURCE_DATABASE_GENBANK	LJPC01
GCA_900239705.1	Rotaria magnacalcarata		392030	IMPERIAL COLLEGE LONDON	2018-02-12		Scaffold	191706	300	106991294	31.5	1036499	1058934	1036499	167502	301		337586346	336123061		SOURCE_DATABASE_GENBANK	OESY01
GCA_905261645.1	Rotaria magnacalcarata		392030	IMPERIAL COLLEGE LONDON	2021-03-20		Scaffold	1498	32582	57024563	31.5	19184	21473	19184	1077	41954		178690144	178297479		SOURCE_DATABASE_GENBANK	CAJNOV01
GCA_905273325.1	Rotaria magnacalcarata		392030	IMPERIAL COLLEGE LONDON	2021-03-22		Scaffold	1571	31728	57815761	31.5	22216	24614	22216	1141	39730		181111224	180688559		SOURCE_DATABASE_GENBANK	CAJNOW01
GCA_905319835.1	Rotaria magnacalcarata		392030	IMPERIAL COLLEGE LONDON	2021-03-20		Scaffold	1593	30883	57691717	31.5	22132	24664	22132	1142	40682		180850907	180353108		SOURCE_DATABASE_GENBANK	CAJNRE01
GCA_905321285.1	Rotaria magnacalcarata		392030	IMPERIAL COLLEGE LONDON	2021-03-20		Scaffold	1408	34657	55472709	31.5	18391	20955	18391	966	46457		174022112	173599838		SOURCE_DATABASE_GENBANK	CAJNRF01
GCA_905321535.1	Rotaria magnacalcarata		392030	IMPERIAL COLLEGE LONDON	2021-03-20		Scaffold	1569	30246	55247201	31.5	19520	22762	19520	999	43987		173753500	173166774		SOURCE_DATABASE_GENBANK	CAJNRG01
GCA_905332115.1	Rotaria magnacalcarata		392030	IMPERIAL COLLEGE LONDON	2021-05-20		Scaffold	22143	2379	76213175	31.5	293619	300341	293619	17715	2764		241017618	239236111		SOURCE_DATABASE_GENBANK	CAJOBH01
GCA_905332125.1	Rotaria magnacalcarata		392030	IMPERIAL COLLEGE LONDON	2021-05-20		Scaffold	33606	1662	83016571	31.5	386620	393379	386620	28225	1800		261996445	260176705		SOURCE_DATABASE_GENBANK	CAJOBJ01
GCA_905332135.1	Rotaria magnacalcarata		392030	IMPERIAL COLLEGE LONDON	2021-05-20		Scaffold	31703	1743	81943289	31.5	374008	380813	374008	26461	1900		258723840	256904931		SOURCE_DATABASE_GENBANK	CAJOBI01
GCA_905332145.1	Rotaria magnacalcarata		392030	IMPERIAL COLLEGE LONDON	2021-03-20		Scaffold	3128	15072	56277132	31.5	38569	41931	38569	2801	16799		176550445	176327893		SOURCE_DATABASE_GENBANK	CAJOBF01
GCA_905332155.1	Rotaria magnacalcarata		392030	IMPERIAL COLLEGE LONDON	2021-03-20		Scaffold	5625	8733	63164767	31.5	126446	131071	126446	4693	10410		198468309	197703795		SOURCE_DATABASE_GENBANK	CAJOBG01
GCA_905331475.1	Rotaria socialis		392032	IMPERIAL COLLEGE LONDON	2021-03-19		Scaffold	508	81624	46816904	31.5	4720	5991	4720	296	139532		147431529	147102651		SOURCE_DATABASE_GENBANK	CAJNYU01
GCA_905331015.1	Rotaria socialis		392032	IMPERIAL COLLEGE LONDON	2021-03-19		Scaffold	582	75261	47348236	31.5	6303	7782	6303	370	111328		149235364	148798328		SOURCE_DATABASE_GENBANK	CAJNXB01
GCA_905331295.1	Rotaria socialis		392032	IMPERIAL COLLEGE LONDON	2021-03-19		Scaffold	505	82650	46751497	31.5	5030	6338	5030	305	134685		147405990	146987021		SOURCE_DATABASE_GENBANK	CAJNYD01
GCA_905331485.1	Rotaria socialis		392032	IMPERIAL COLLEGE LONDON	2021-03-19		Scaffold	544	78363	47548360	31.5	5952	7276	5952	343	123749		149935374	149481538		SOURCE_DATABASE_GENBANK	CAJNYT01
GCA_905331495.1	Rotaria socialis		392032	IMPERIAL COLLEGE LONDON	2021-03-19		Scaffold	580	74706	47904645	31.5	6254	8011	6254	334	124882		151092009	150605419		SOURCE_DATABASE_GENBANK	CAJNYV01
GCA_905332235.1	Rotaria socialis		392032	IMPERIAL COLLEGE LONDON	2021-03-20		Scaffold	1439	29317	48135021	31.5	21443	22885	21443	1245	34308		151342137	151264723		SOURCE_DATABASE_GENBANK	CAJOBO01
GCA_905332245.1	Rotaria socialis		392032	IMPERIAL COLLEGE LONDON	2021-03-20		Scaffold	4783	8683	55317634	31.5	115181	119462	115181	3687	11614		174984979	174018755		SOURCE_DATABASE_GENBANK	CAJOBP01
GCA_905332265.1	Rotaria socialis		392032	IMPERIAL COLLEGE LONDON	2021-03-20		Scaffold	1254	34003	48156916	31.5	18665	20156	18665	1049	40330		151292988	151215412		SOURCE_DATABASE_GENBANK	CAJOBQ01
GCA_905332275.1	Rotaria socialis		392032	IMPERIAL COLLEGE LONDON	2021-03-20		Scaffold	4266	10093	55165794	31.5	109049	112878	109049	3377	13002		174466970	173631920		SOURCE_DATABASE_GENBANK	CAJOBR01
GCA_905332285.1	Rotaria socialis		392032	IMPERIAL COLLEGE LONDON	2021-03-20		Scaffold	1466	29678	49168822	31.5	20987	23127	20987	1224	34976		154580136	154483840		SOURCE_DATABASE_GENBANK	CAJOBS01
GCA_905250125.1	Rotaria sordida		392033	IMPERIAL COLLEGE LONDON	2021-03-21		Scaffold	2593	36551	107937134	29.5	18468	26191	18468	1262	71975		360569275	360180915		SOURCE_DATABASE_GENBANK	CAJNOL01
GCA_905250005.1	Rotaria sordida		392033	IMPERIAL COLLEGE LONDON	2021-03-20		Scaffold	2472	27415	83893686	30.5	16571	23759	16571	843	64456		272525925	272131035		SOURCE_DATABASE_GENBANK	CAJNOH01
GCA_905250875.1	Rotaria sordida		392033	IMPERIAL COLLEGE LONDON	2021-03-20		Scaffold	1915	36233	76874597	30	20315	24509	20315	1246	57629		252869941	252592853		SOURCE_DATABASE_GENBANK	CAJNOO01
GCA_905251635.1	Rotaria sordida		392033	IMPERIAL COLLEGE LONDON	2021-03-20		Scaffold	1749	39105	76718321	30	19518	23266	19518	1179	60884		252567384	252327609		SOURCE_DATABASE_GENBANK	CAJNOT01
GCA_905252715.1	Rotaria sordida		392033	IMPERIAL COLLEGE LONDON	2021-03-20		Scaffold	2278	30021	76384033	30	22067	27274	22067	1338	53138		251344369	250993017		SOURCE_DATABASE_GENBANK	CAJNOU01
GCA_905332085.1	Rotaria sordida		392033	IMPERIAL COLLEGE LONDON	2021-03-20		Scaffold	3851	17472	83563396	30.5	73081	73761	73081	3788	17784		273443705	273428097		SOURCE_DATABASE_GENBANK	CAJOAX01
GCA_905332095.1	Rotaria sordida		392033	IMPERIAL COLLEGE LONDON	2021-03-20		Scaffold	3165	20931	83129154	30.5	69564	70160	69564	3120	21239		272432486	272422834		SOURCE_DATABASE_GENBANK	CAJOBD01
GCA_905332105.1	Rotaria sordida		392033	IMPERIAL COLLEGE LONDON	2021-03-20		Scaffold	4351	15423	80687192	30.5	69184	69767	69184	4306	15590		264237458	264226899		SOURCE_DATABASE_GENBANK	CAJOBE01
GCA_905250075.1	Rotaria sp. Silwood1		2762511	IMPERIAL COLLEGE LONDON	2021-03-21		Scaffold	2348	50874	145028057	30.5	18466	30127	18466	220	298918		475793899	475119469		SOURCE_DATABASE_GENBANK	CAJNOP01
GCA_905250055.1	Rotaria sp. Silwood1		2762511	IMPERIAL COLLEGE LONDON	2021-03-21		Scaffold	1967	34829	96407349	31	16995	25909	16995	211	211800		310426700	309891790		SOURCE_DATABASE_GENBANK	CAJNOF01
GCA_905331505.1	Rotaria sp. Silwood1		2762511	IMPERIAL COLLEGE LONDON	2021-03-20		Scaffold	1462	41132	76506933	30.5	21286	27445	21286	238	153367		249945174	249507899		SOURCE_DATABASE_GENBANK	CAJNYZ01
GCA_905331515.1	Rotaria sp. Silwood1		2762511	IMPERIAL COLLEGE LONDON	2021-03-20		Scaffold	1852	35401	82510656	30.5	28549	35328	28549	288	136496		268361248	267912271		SOURCE_DATABASE_GENBANK	CAJNZC01
GCA_905331525.1	Rotaria sp. Silwood1		2762511	IMPERIAL COLLEGE LONDON	2021-03-20		Scaffold	2327	26890	76151012	30.5	25643	34375	25643	287	118294		247649537	246999749		SOURCE_DATABASE_GENBANK	CAJNZF01
GCA_905331535.1	Rotaria sp. Silwood1		2762511	IMPERIAL COLLEGE LONDON	2021-03-20		Scaffold	1961	35362	90478522	30.5	29968	37331	29968	333	132362		294078350	293612453		SOURCE_DATABASE_GENBANK	CAJNZB01
GCA_905332295.1	Rotaria sp. Silwood1		2762511	IMPERIAL COLLEGE LONDON	2021-03-21		Scaffold	5046	14160	85659811	30.5	73499	73961	73499	5005	14252		278088189	278081774		SOURCE_DATABASE_GENBANK	CAJOBT01
GCA_905332305.1	Rotaria sp. Silwood1		2762511	IMPERIAL COLLEGE LONDON	2021-03-20		Scaffold	4814	14120	81711449	30.5	69095	69632	69095	4767	14242		265824198	265817392		SOURCE_DATABASE_GENBANK	CAJOBU01
GCA_905332315.1	Rotaria sp. Silwood1		2762511	IMPERIAL COLLEGE LONDON	2021-03-21		Scaffold	4094	17646	93259281	30.5	87188	87984	87188	4046	17857		301934499	301920095		SOURCE_DATABASE_GENBANK	CAJOBV01
GCA_905332325.1	Rotaria sp. Silwood1		2762511	IMPERIAL COLLEGE LONDON	2021-03-21		Scaffold	8111	8767	85813061	31	146178	147124	146178	7948	8933		275703496	275670503		SOURCE_DATABASE_GENBANK	CAJOBW01
GCA_905329745.1	Rotaria sp. Silwood2		2762512	IMPERIAL COLLEGE LONDON	2021-03-20		Scaffold	1669	38606	91886980	31	30050	33961	30050	381	102503		296468297	296233092		SOURCE_DATABASE_GENBANK	CAJNSZ01
GCA_905330235.1	Rotaria sp. Silwood2		2762512	IMPERIAL COLLEGE LONDON	2021-03-20		Scaffold	2752	25044	89300257	31	33174	39193	33174	449	78314		285625997	285191748		SOURCE_DATABASE_GENBANK	CAJNUA01
GCA_905330535.1	Rotaria sp. Silwood2		2762512	IMPERIAL COLLEGE LONDON	2021-03-20		Scaffold	2257	29631	83903066	30.5	28589	33920	28589	350	101640		271082672	270714755		SOURCE_DATABASE_GENBANK	CAJNVN01
GCA_905330805.1	Rotaria sp. Silwood2		2762512	IMPERIAL COLLEGE LONDON	2021-03-20		Scaffold	2666	24574	81883659	31	34498	40416	34498	403	80794		264064799	263647193		SOURCE_DATABASE_GENBANK	CAJNWK01
GCA_905332165.1	Rotaria sp. Silwood2		2762512	IMPERIAL COLLEGE LONDON	2021-03-21		Scaffold	4600	17923	95978772	31	61655	62353	61655	4528	18181		308789974	308781832		SOURCE_DATABASE_GENBANK	CAJOBK01
GCA_905332175.1	Rotaria sp. Silwood2		2762512	IMPERIAL COLLEGE LONDON	2021-03-21		Scaffold	6417	12800	93116550	31	68725	69385	68725	6328	12982		296443115	296431371		SOURCE_DATABASE_GENBANK	CAJOBL01
GCA_905332185.1	Rotaria sp. Silwood2		2762512	IMPERIAL COLLEGE LONDON	2021-03-21		Scaffold	6858	11644	92159717	31	107316	108320	107316	6719	11896		295055522	295026476		SOURCE_DATABASE_GENBANK	CAJOBM01
GCA_905332225.1	Rotaria sp. Silwood2		2762512	IMPERIAL COLLEGE LONDON	2021-03-20		Scaffold	7044	10836	85375790	31	65539	66334	65539	6936	11013		274095585	274086632		SOURCE_DATABASE_GENBANK	CAJOBN01
GCA_026571515.1	Ruditapes philippinarum	Manila clam	129788	University of Bologna	2022-12-01	PacBio RSII; Illumina MiSeq	Contig	2144	183074	453207886	32	15878	15878					1408186117	1408186117	male	SOURCE_DATABASE_GENBANK	JAKTTH01
GCA_009026015.1	Ruditapes philippinarum	Manila clam	129788	Novogene Bioinformatics Institute	2019-10-15	Illumina HiSeq	Chromosome	10414	29238	338871669	31.5	30670	85994	30670	954	345005	19	1123164463	1062701310		SOURCE_DATABASE_GENBANK	QUSP01
GCA_003671525.1	Saccostrea glomerata	Sydney rock oyster	157728	University of the Sunshine Coast	2018-10-22	Illumina HiSeq	Scaffold	5645	39540	248712615	33	10101	39811	10101	242	804232		788100799	746556492	female	SOURCE_DATABASE_GENBANK	PRKT01
GCA_022818135.1	Saxidomus purpurata		311201	Genome Research Foundation	2022-04-05	Oxford Nanopore PromethION; Illumina NovaSeq	Scaffold	606	511514	402482035	34.5	11522	18670	11522	10	52225674		1161000147	1157426147		SOURCE_DATABASE_GENBANK	JAFMSR01
GCA_017591395.1	Schistocephalus solidus		70667	Laval University	2021-03-26	Oxford Nanopore MinION	Scaffold	1504	120142	272945965	43.5	15357	15439	15357	1488	121651		625207408	625199803		SOURCE_DATABASE_GENBANK	WEDG01
GCA_900618435.1	Schistocephalus solidus		70667	WTSI	2018-12-05		Scaffold	8885	16241	222647192	43	56778	80811	56778	4833	31582		539424504	517415722		SOURCE_DATABASE_GENBANK	UYSU01
GCA_944470425.2	Schistosoma bovis		6184	WELLCOME SANGER INSTITUTE	2022-09-20		Chromosome	10	10931731	136922437	34.5	77	221	77	3	47558671	8	391788201	391732061		SOURCE_DATABASE_GENBANK	CALYCU02
GCA_003958945.1	Schistosoma bovis		6184	University of Queensland	2019-02-15	Illumina; PacBio	Scaffold	2764	35716	123996952	34	4773	20948	4773	498	202989		373458149	360908635		SOURCE_DATABASE_GENBANK	QMKO01
GCA_944470445.2	Schistosoma bovis		6184	WELLCOME SANGER INSTITUTE	2022-09-20		Chromosome	45	2655394	142662043	35	131	631	131	3	50257572	8	406269540	406093606		SOURCE_DATABASE_GENBANK	CALYCV02
GCA_944474815.3	Schistosoma curassoni		6186	WELLCOME SANGER INSTITUTE	2022-09-16		Chromosome	38	2622245	138913847	35	369	689	369	3	46058712	8	396921197	396812432		SOURCE_DATABASE_GENBANK	CALYDH03
GCA_900618015.1	Schistosoma curassoni		6186	WTSI	2018-12-05		Scaffold	12778	7099	114447849	34	60140	118226	60140	6656	13861		344202215	334776879		SOURCE_DATABASE_GENBANK	UZAK01
GCA_907275115.1	Schistosoma curassoni		6186	WELLCOME SANGER INSTITUTE	2021-08-03		Scaffold	38	2622245	138922643	35	370	690	370	3	46058712		396952245	396843480		SOURCE_DATABASE_GENBANK	CAJSMQ01
GCA_944470375.2	Schistosoma guineensis		393876	WELLCOME SANGER INSTITUTE	2022-09-15		Chromosome	28	4072824	132820593	35	74	472	74	3	48012402	8	379320925	379210283		SOURCE_DATABASE_GENBANK	CALYCN02
GCF_000699445.3	Schistosoma haematobium		6185	The University of Melbourne	2022-02-10	Illumina; Oxford Nanopore; PacBio; Hi-C	Chromosome	7	20231032	140713531	35	163	208	163	3	48328128	8	400271889	400248827	pooled male and female	SOURCE_DATABASE_REFSEQ	AMPZ03
GCA_000699445.3	Schistosoma haematobium		6185	The University of Melbourne	2022-02-10	Illumina; Oxford Nanopore; PacBio; Hi-C	Chromosome	7	20231032	140713531	35	163	208	163	3	48328128	8	400271889	400248827	pooled male and female	SOURCE_DATABASE_GENBANK	AMPZ03
GCA_944470455.2	Schistosoma haematobium		6185	WELLCOME SANGER INSTITUTE	2022-09-20		Chromosome	24	4368251	136797463	35	77	262	77	3	48644961	8	390671411	390614100		SOURCE_DATABASE_GENBANK	CALYCW02
GCA_944470465.2	Schistosoma haematobium		6185	WELLCOME SANGER INSTITUTE	2022-09-20		Chromosome	27	4373613	153518642	35.5	187	379	187	3	53926266	8	431559761	431485775		SOURCE_DATABASE_GENBANK	CALYCX02
GCA_944470365.2	Schistosoma intercalatum		6187	WELLCOME SANGER INSTITUTE	2022-09-20		Chromosome	37	2894312	135166918	35	298	620	298	3	46762690	8	386052197	385951908		SOURCE_DATABASE_GENBANK	CALYCO02
GCA_944470385.2	Schistosoma intercalatum		6187	WELLCOME SANGER INSTITUTE	2022-09-15		Chromosome	106	1111078	133582851	34.5	652	1482	652	3	45688419	8	382498898	382241589		SOURCE_DATABASE_GENBANK	CALYCP02
GCA_025215515.1	Schistosoma japonicum		6182	Tongji University School of Medicine	2022-09-16	PacBio	Chromosome	51	2378822	137177586	33.5	100	655	100	3	49539924	9	406576294	404370401		SOURCE_DATABASE_GENBANK	JAGWFQ01
GCA_000151775.1	Schistosoma japonicum		6182	Chinese Human Genome Center at Shanghai	2009-04-21		Scaffold	17640	6121	125760892	34	95265	95269	25048	521	176869		402743189	369039236	mixed	SOURCE_DATABASE_GENBANK	CABF01
GCA_006368765.1	Schistosoma japonicum		6182	Fudan University	2019-06-14	PacBio RSII; Illumina HiSeq	Scaffold	125	871911	124870080	33.5	1789	2108	1789	94	1093989		369900518	369873851	pooled male and female	SOURCE_DATABASE_GENBANK	SKCS01
GCA_021461655.1	Schistosoma japonicum		6182	Fudan University	2022-01-13	PacBio Sequel	Chromosome	24	4305388	139320574	34	337	608	337	3	48838407	8	408532700	408397200	male	SOURCE_DATABASE_GENBANK	JAHRBV01
GCF_000237925.1	Schistosoma mansoni		6183	Schistosoma Genome Network	2011-12-13		Chromosome	1410	76721	127627382	35	884	9515	884	4	32115376	8	364518427	362492058		SOURCE_DATABASE_REFSEQ	CABG01
GCA_000237925.5	Schistosoma mansoni		6183	Schistosoma Genome Network	2021-07-21		Chromosome	23	4473015	138829942	35	11	367	11	4	45716228	11	391395321	391352416		SOURCE_DATABASE_GENBANK	
GCA_000237925.2	Schistosoma mansoni		6183	Schistosoma Genome Network	2011-12-13		Chromosome	1410	76721	127627382	35	884	9515	884	4	32115376	8	364518427	362492058		SOURCE_DATABASE_GENBANK	CABG01
GCA_944470205.2	Schistosoma margrebowiei		48269	WELLCOME SANGER INSTITUTE	2022-09-20		Chromosome	17	6317331	136668314	34.5	35	365	35	3	48858358	8	394892635	394801772		SOURCE_DATABASE_GENBANK	CALYCG02
GCA_900618395.1	Schistosoma margrebowiei		48269	WTSI	2018-12-05		Scaffold	3730	28534	124777867	34	23355	27104	23355	3009	35236		367396528	363942565		SOURCE_DATABASE_GENBANK	UZAI01
GCA_944470405.2	Schistosoma mattheei		31246	WELLCOME SANGER INSTITUTE	2022-09-20		Chromosome	52	2226626	136540497	35	97	511	97	3	48524730	8	389320734	389194630		SOURCE_DATABASE_GENBANK	CALYCQ02
GCA_900617995.1	Schistosoma mattheei		31246	WTSI	2018-12-05		Scaffold	19076	4667	111410191	34	62061	151951	62061	7786	12303		340818150	326279962		SOURCE_DATABASE_GENBANK	UZAL01
GCA_944470415.2	Schistosoma rodhaini		6188	WELLCOME SANGER INSTITUTE	2022-09-20		Chromosome	9	12480960	137412179	35	90	184	90	3	48179494	8	388462722	388440483		SOURCE_DATABASE_GENBANK	CALYCS02
GCA_944470435.2	Schistosoma rodhaini		6188	WELLCOME SANGER INSTITUTE	2022-09-20		Chromosome	39	2858575	147695604	35.5	202	747	202	3	48789089	8	413517952	413275908		SOURCE_DATABASE_GENBANK	CALYCT02
GCA_946903255.1	Schistosoma spindale		6189	WELLCOME SANGER INSTITUTE	2022-09-22	PacBio,HiSeq X	Chromosome	27	3920158	135647020	34.5	112	407	112	3	47457101	8	390075707	389985661		SOURCE_DATABASE_GENBANK	CAMPQF01
GCA_944470395.2	Schistosoma turkestanicum		1163369	WELLCOME SANGER INSTITUTE	2022-09-20		Chromosome	657	160609	151148453	35.5	3496	7619	3496	4	47759033	8	425011079	423321476		SOURCE_DATABASE_GENBANK	CALYCR02
GCA_022537955.1	Schmidtea mediterranea	freshwater planarian	79327	University of California, Los Angeles	2022-03-10	Illumina HiSeq	Chromosome	203	1113910	229281246	29.5	147	1312	147	2	262873270	4	773974862	773867583	male and female	SOURCE_DATABASE_GENBANK	JAKGRZ01
GCA_000181075.1	Schmidtea mediterranea	freshwater planarian	79327	Genome Sequencing Center, Washington University	2007-01-26		Contig	11081	19025	258862322	29.5	94682	94682					865587040	865587040		SOURCE_DATABASE_GENBANK	AAWT01
GCA_000572305.1	Schmidtea mediterranea	freshwater planarian	79327	Schmidtea mediterranea genome	2014-02-21	Illumina HiSeq	Scaffold	20240	8694	181825720	29.5	129272	129272	15046	2994	77506		779479550	612124294		SOURCE_DATABASE_GENBANK	AUVC01
GCA_000691995.1	Schmidtea mediterranea	freshwater planarian	79327	Schmidtea mediterranea Genome	2014-05-30	Illumina HiSeq; Illumina GAIIx	Scaffold	15945	10639	175598840	29	118433	118433	12782	2491	83932		700725851	600469385		SOURCE_DATABASE_GENBANK	ASXR01
